,reviews__|,reviews__|__date,reviews__|__content,reviews__|__score,reviews__|__name,Hotel No.,Score,,,,,,,,,,
K20,R69,"Reviewed: September 10, 2018",  \nThere is nothing there that i don't like..\n  \nEverything... From the friendly n reliable host to the service and security of the residence... The cleanliness is tip top.. Will definitely come back to this place.. I will will highly recommend to my family and friends.. \nStayed in September 2018,10,Innirhalin,,,,,,,,,,,,
K20,R68,"Reviewed: September 10, 2018",  \nThere is baby cockroaches in the cabinets and sofa. The toilet handle was not able to close properly. Not going to stay here any more.\n  \nThe person who brought us to our room was very polite. The bed was big enough 3 person. The view was okay. Swimming pool is nice.\nStayed in September 2018,5.4,Fatimatuz,,,,,,,,,,,,
K20,R55,"Reviewed: October 7, 2018","  \nPrice ia totally difference from website...more expensive from what state at the website..i payed extra 70 ringgit..parking also expensive,i pay 25 ringgit,hotel should provide free parking for their customer.After payment ,the service is totally out,we must carry all our back by ourself.Before payment they treat us so so good,help to carried our beg,but when we want to checkout,they just let us carried all our beg,no more help from them...so for the service i gave them 1/10..\n  \nClean...comfortable...location is good...\nStayed in October 2018",7.5,Ieyla,,,,,,,,,,,,
K20,R56,"Reviewed: October 5, 2018",  \nNothing evry think good \n  \nI'm was happy with them because nice people and helper and the service is very good  espicial  Mr mehusen nice person and other staff thanks alot and i will comeback the end of month.\nStayed in October 2018,10,Samir,,,,,,,,,,,,
K20,R46,"Reviewed: October 26, 2018","  \nCould tell that the furnitures in the room were rather old.\n  \nThe location. Easy to get here by coach.\nStaff, Mohsin, was very helpful in attending to our needs. Great view from my room. \nStayed in October 2018",7.5,Kat,,,,,,,,,,,,
K20,R48,"Reviewed: October 22, 2018","  \nNothing, everything was fine and good\n  \nThe owner (Mohsin) was really nice and helpful. He guide us before check in until we check out. The room was clean and complete. Recommended for family trip.\nStayed in October 2018",9.6,Nur,,,,,,,,,,,,
K20,R52,"Reviewed: October 19, 2018",  \nLovely attentive host Mohsin. I had been staying at the hotel side. But decided to move. Best decision.  Not only is it cheaper. My room was nicer with a kitchennette.  I would advise anyone to take the apartment not the hotel . The host picked up on first ring when I had a query.\nStayed in October 2018,10,Zimbogir,,,,,,,,,,,,
K20,R50,"Reviewed: October 19, 2018","  \nI was very very disappointed in the communication gaps booking.com had with the tenants (agents). I communicated over two months back and got a confirmation about me and my friends getting a early checking and a late checkout. specially a early check in. and I even got a email from booking.com saying that the agent has approved and confirmed a early check-in with a welcome drink etc.. But the welcome we received was horrible and very unpleasant. The agent had no idea that we had a early check in and point blank refused to give us an apartment. after a lot of fuss they put us into a used/unclean apartment to rest and keep our bags. The apartment was smelling of smoke and non of us wanted to rest or even be in there, hence we went out to the mall. (so we arrived at the location at 7am and was taken to the dirty apartment at 9am) we had to sit out of the mall until it opened at 10am. and was there till until the agent gave the apartment at 1pm. This caused a huge delay in our plan as we were all tired traveling after work and been in the airports for over 5 hours etc, to come to the place we paid for and not get the service we expected, all we simply wanted was to settle down, have a shower, rest and get on with our plans.. but the start of the trip was crap and that messes all our plans and delayed the rest of the plans. I have always gone through booking.com from year 2009 but this was the worse experience I ever had to face.. They really lacked coordination... you all need to deliver what you promise your guests.. my friend had booked another apartment under a different agent and he had absolutely no issues.. If the property declined my request of a early check in I was planning to book a room from 6am to 2pm for me and my friends to freshen up and rest. unfortunately I couldn't do that cz I got a confirmation saying my request was approved.. I also complained about a light not working in the washroom and that was never fixed.\n  \nI love the location and the space of the apartment.\nStayed in October 2018",7.1,Jennifer,,,,,,,,,,,,
K20,R51,"Reviewed: October 19, 2018",  \nThe concierge guy Taher was extremely helpful and approachable\nHe is very obliging and certainly an asset to your organisation\nAlso your duty manager Jimme is also kind helpful and also approachable\nThese 2 guys certainly made a good impressions and they are doing a marvellous job\nThumbs up 😜😜🙏🙏\nStayed in October 2018,8.3,Ahmad,,,,,,,,,,,,
K20,R53,"Reviewed: October 10, 2018","  \n*No telephone in this unit and quit difficult if we want ask anything..\n*Your room facilities like bed,tv cabinet,wardrobe so old fashion..Air conditioning not good as we hope..I hope in next booking will get higher floor,upgrade your facilities  and more discount in great value deal including breakfast free..\n  \nYour staff, Mohsin is quit good in manage my booking..His idea was brilliant,he tried the best he can do to fullfil  my booking..hopefully he can manage again our booking in a future..\nStayed in October 2018",5.4,Aisya,,,,,,,,,,,,
K20,R57,"Reviewed: October 1, 2018",  \nNothing much to complain but feel differently at night.\nAir con not working properly\nOld furniture\nNot complete toiletries\n  \nNear Bukit Bintang (5mins walk)\nShopping just right below the apartment\nCafes and restaurants around 500m\n2mins walk to MRT\nStaff (Md Moksin) is very friendly\nStayed in September 2018,8.8,Danial Khamis,,,,,,,,,,,,
K20,R41,"Reviewed: November 9, 2018","  \nIt’s really convenient and spacious. The service provided by the host is definitely worth complimenting. When we first experienced a stuck Aircon control, he sent in maintenance immediately so when we got back, it was all cooling and comfy. Definitely suitable for families with kids as well! Spacious, clean and stable wifi ! \nStayed in November 2018",10,Jasmin,,,,,,,,,,,,
K20,R42,"Reviewed: November 9, 2018","  \nThe first night I arrived, I was taken to a room which was beyond dirty, the floors were dirty, there were cobwebs hanging from the ceiling, there were shoe marks on the bed sheets and little cockroaches running around. The ceiling in the bathroom was moldy and there was water dripping from the light fixture on top of the bathtub. I complained and was moved to a different room.\nOnce moved to the new room the only thing I found dirty was the toilet which had yellow stains on the seat which I wiped off with antiseptic wipes.\nI also didn't like that breakfast was not included. It was not really a 4 star experience. \nThe rooms smelled ok, but when exiting the elevator to go to my room there was an obvious cigarette smell all over the the place. It smelled really bad. Thankfully the room itself did not smell bad.\n  \nThe second room was much cleaner. The carpet was clean as opposed to the previous room, and so was the bed. \nThe host, Mohsin, was very helpful and whatever I needed he made sure to help me out. He apologized for the state of the previous room and did his best to help me feel comfortable.\nThe location was great. It is located in the centre of all the shopping malls, as well as having a shopping centre with all necessities just down stairs. I was able to get a Malaysian phone card there and my morning Starbucks. \nMany great things to do and see are within walking distance or just a short drive away. \nThe host also helped me download  the GRAB application on my phone and I was able to call Grab cabs to drive me around the city.\nStayed in November 2018",7.1,Katerina Parpa,,,,,,,,,,,,
K20,R43,"Reviewed: November 8, 2018",  \nEverything is perfect\n  \nClosed to mall easy to do shopping.staff very friendly and thy help us to buy food for delivery which is not include in that service.but the staff willing to buy for us.thank you.\nStayed in November 2018,9.6,Sara,,,,,,,,,,,,
K20,R44,"Reviewed: November 7, 2018","  \nhard to check-in (we waited at the lobby for almost 15 minutes), car park is not inclusive (RM24 PER VEHICLE), very limited TV channels, only 2 towels were provided, furniture are quite old.\n  \nThe swimming pool, location (near to the mall)\nStayed in November 2018",4.2,Malaysia,,,,,,,,,,,,
K20,R45,"Reviewed: November 5, 2018","  \nWe were moved after one night as the owner needed the room which was really inconvenient considering we checked in at 10pm and had a 20month old in tow. Ended up being glad we were moved because the new room was 5000times better i.e. cleaner, newer and didn't smell like a smokers room. However, the fridge didn't seem to work properly and wasn't clean so it stank.\n  \nSpacious room, fantastic wifi, great view\nStayed in October 2018",8.3,Aulden,,,,,,,,,,,,
K20,R35,"Reviewed: November 23, 2018","  \nMinor repair works need to be done at the unit. More choices on the TV channels need to be added.\n  \nThe host was great, made sure we are comfortable. Big and luxury suite.\nStayed in November 2018",8.3,Siva,,,,,,,,,,,,
K20,R36,"Reviewed: November 22, 2018","  \nThe corridor had a weird smell. There was no guest lobby to check in and out. Payment was strictly by cash.\n  \nThe view from the room and how spacious it was. There was only one helpful guy, Mr Moshin. \nStayed in November 2018",7.5,Anonymous,,,,,,,,,,,,
K20,R38,"Reviewed: November 19, 2018",  \n1. The closet door hinges is not in it's place that makes the door is difficult to open and close.\n2. One of the wall socket is not function next to tv switch. Pls fix it.\n  \nThe host call to ensure what time i will be arriving so that they will send trolley to pick up my luggage at the basement car park. This is soooo convenient and never to chk in via counter. Kee[p up the good work!!!\nThe pool is great too.\nStayed in November 2018,8.3,Sahrul,,,,,,,,,,,,
K20,R37,"Reviewed: November 19, 2018",  \nThe room is very clean and big. Strategic location to shopping centres. Nearest is Times Square shopping centre. We also enjoy the local Malaysian food at Times Square and also it has a nice theme park inside the shopping mall. Great stay!\nStayed in November 2018,10,Desmond,,,,,,,,,,,,
K20,R39,"Reviewed: November 15, 2018","  \nService are slow.. Cleaning the room they need 3 person to make up. But didn't clean the toilet, bathroom and all. And I stayed couple of time in other floor and I don't have to give any deposits. It didn't stated on their policies site. \n  \nFacilities only\nStayed in October 2018",6.7,Susana,,,,,,,,,,,,
K20,R40,"Reviewed: November 14, 2018","  \nNo arrangements made in the accommodation like providing intercom for assistance like room service and any other requirements.No help desk or customer care\n  \nThe accommodation has great value for money,good view of KL from the apartment.Mr Mohsin is a great guy and was very helpful Infact he was the only person one colud approach .\nStayed in November 2018",7.9,Santosh,,,,,,,,,,,,
K20,R96,"Reviewed: May 8, 2018","  \nThe room condition was a total disaster. Our 1st day of checking into the suite, washroom doors are not working.  The condition of the water kettle is seriously unacceptable.  The metal cord was rusty and we felt disgusted. We called for an assistance however the treatment that we received was opposite.  The agent (Not Local) was not happy upon arriving to our room. We showed him around and requested for a change to another room.  He was very reluctant to assist and kept passing remarks on us. ""If the next room same condition, we are not allow to change again"".  We felt threaten by his statement.  Without further delay, 3 of my friends followed him to the new room that was highly recommended by him to confirm on the condition esp the washroom doors. To our disappointment, the room was also not well maintain and the kettle condition is still the same condition as the previous room. We called for a replacement of the water kettle as we have given up on them.  FYI the bathtub was also not working well.  The water remains in the bathtub for 3 days. We used it to wash our legs only. There is alot of grievances during our stays.  Nevertheless, this suite is not highly recommended to stay and we will not be recommending any of our friends. They should do something about their room condition and their service render. This is totally different environment from my previous stays with Berjaya Times Sq Hotel. This suite was auto recommended due to our headcounts requested (5).  Money is not our main priority however cleanliness is our main...  Unfortunately we do not have any photos taken as we felt disappointed with overall:(\n  \nNo comments...\nStayed in April 2018",3.8,Anonymous,,,,,,,,,,,,
K20,R93,"Reviewed: May 22, 2018",  \nWe have to call and wait for someone to send us key. Should assist the customer who don't know the entrance as I have been waiting at other place for almost 45 minutes.\nStayed in May 2018,5,Mee,,,,,,,,,,,,
